Год|Дата|Событие|Место проведения|Вид спорта|Дисциплина|Категория|Место|round_name|heat_place|ФИО|Год рождения|Разряд|Регион
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|1|final|1|Тихонова Анна Игоревна|1997|2|Калининградская область
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|2|final|2|Матвеева Анна Александровна|1985|2|Калининградская область
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|3|final|3|Позняк Анна Анатольевна|1985|2|Москва
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|4|final|4|Филинова Галина Фанильевна|1984|3|Приморский край
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|5|semifinal|3|Вяткина Анна Николаевна|1997|3|Сахалинская область
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|5|semifinal|3|Климова Наталья Александровна|2000|3|Калининградская область
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|7|semifinal|4|Силютина Алина Константиновна|1996|3|Приморский край
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|7|semifinal|4|Архангельская Екатерина Алексеевна|1998|3|Москва
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|9|quarterfinal|3|Рудик Майи Гнон|1984|КМС|Москва
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|9|quarterfinal|3|Пыжова Алена Сергеевна|1988|3|Санкт-Петербург
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|9|quarterfinal|3|Климова Мария Вячеславовна|1989|3|Калининградская область
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|9|quarterfinal|3|Тихолаз Ульяна Андреевна|1993|2|Санкт-Петербург
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|13|round1|3|Бороденкова Екатерина Алексеевна|1989|3|Калининградская область
2023|2023.10.08-19|Чемпионат России|Зеленоградск|серфинг|длинная доска|женщины|13|round1|3|Кузьмина Полина Андреевна|1993|3|Санкт-Петербург
